"1870";"DPA";"NACIONAL / ANGOLA (DPA)";"1";"/293/2/";"/293/"
"694189";"8491";"HUAMBO ESCOLA PRIMÁRIA Nº 158 KAMBUA KANY EKEPA (LOMATO)";"64";"/293/2/15/7/1/109/";"/293/2/15/7/1/"
"694190";"1";"MESA 1";"128";"/293/2/15/7/1/109/1/";"/293/2/15/7/1/109/"
"694191";"2";"MESA 2";"128";"/293/2/15/7/1/109/2/";"/293/2/15/7/1/109/"
"230669";"8393";"HUAMBO ESCOLA PRIMÁRIA 28 DE AGOSTO (RUA DO COMÉRCIO)";"64";"/293/2/15/7/1/11/";"/293/2/15/7/1/"
"230670";"1";"MESA 1";"128";"/293/2/15/7/1/11/1/";"/293/2/15/7/1/11/"
"230671";"2";"MESA 2";"128";"/293/2/15/7/1/11/2/";"/293/2/15/7/1/11/"
"230672";"3";"MESA 3";"128";"/293/2/15/7/1/11/3/";"/293/2/15/7/1/11/"
"694114";"4";"MESA 4";"128";"/293/2/15/7/1/11/4/";"/293/2/15/7/1/11/"
"694192";"8492";"HUAMBO ESCOLA PRIMÁRIA Nº 280 DO CAVONGUE BAIXO";"64";"/293/2/15/7/1/110/";"/293/2/15/7/1/"
"694193";"1";"MESA 1";"128";"/293/2/15/7/1/110/1/";"/293/2/15/7/1/110/"
"694194";"2";"MESA 2";"128";"/293/2/15/7/1/110/2/";"/293/2/15/7/1/110/"
"694195";"8493";"HUAMBO ESCOLA PRIMÁRIA Nº 136 ACUMOL";"64";"/293/2/15/7/1/111/";"/293/2/15/7/1/"
"694196";"1";"MESA 1";"128";"/293/2/15/7/1/111/1/";"/293/2/15/7/1/111/"
"694197";"2";"MESA 2";"128";"/293/2/15/7/1/111/2/";"/293/2/15/7/1/111/"
"694198";"3";"MESA 3";"128";"/293/2/15/7/1/111/3/";"/293/2/15/7/1/111/"
"694199";"4";"MESA 4";"128";"/293/2/15/7/1/111/4/";"/293/2/15/7/1/111/"
"694200";"5";"MESA 5";"128";"/293/2/15/7/1/111/5/";"/293/2/15/7/1/111/"
"694201";"8494";"HUAMBO ESCOLA PRIMÁRIA Nº 136 ACUMOL (2)";"64";"/293/2/15/7/1/112/";"/293/2/15/7/1/"
"694202";"1";"MESA 1";"128";"/293/2/15/7/1/112/1/";"/293/2/15/7/1/112/"
"694203";"2";"MESA 2";"128";"/293/2/15/7/1/112/2/";"/293/2/15/7/1/112/"
"694204";"3";"MESA 3";"128";"/293/2/15/7/1/112/3/";"/293/2/15/7/1/112/"
"694205";"4";"MESA 4";"128";"/293/2/15/7/1/112/4/";"/293/2/15/7/1/112/"
"694206";"5";"MESA 5";"128";"/293/2/15/7/1/112/5/";"/293/2/15/7/1/112/"
"694207";"8495";"HUAMBO ESCOLA PRIMÁRIA Nº 155 - MUNDA PAIVA";"64";"/293/2/15/7/1/113/";"/293/2/15/7/1/"
"694208";"1";"MESA 1";"128";"/293/2/15/7/1/113/1/";"/293/2/15/7/1/113/"
"694209";"2";"MESA 2";"128";"/293/2/15/7/1/113/2/";"/293/2/15/7/1/113/"
"694210";"3";"MESA 3";"128";"/293/2/15/7/1/113/3/";"/293/2/15/7/1/113/"
"694211";"4";"MESA 4";"128";"/293/2/15/7/1/113/4/";"/293/2/15/7/1/113/"
"694212";"8496";"HUAMBO ESCOLA PRIMÁRIA Nº 155 - MUNDA PAIVA (2)";"64";"/293/2/15/7/1/114/";"/293/2/15/7/1/"
"694213";"1";"MESA 1";"128";"/293/2/15/7/1/114/1/";"/293/2/15/7/1/114/"
"694214";"2";"MESA 2";"128";"/293/2/15/7/1/114/2/";"/293/2/15/7/1/114/"
"694215";"3";"MESA 3";"128";"/293/2/15/7/1/114/3/";"/293/2/15/7/1/114/"
"694216";"4";"MESA 4";"128";"/293/2/15/7/1/114/4/";"/293/2/15/7/1/114/"
"694217";"8497";"HUAMBO ESCOLA PRIMÁRIA E DO 1º CICLO (CALILONGUE DA CUCA)";"64";"/293/2/15/7/1/115/";"/293/2/15/7/1/"
"694218";"1";"MESA 1";"128";"/293/2/15/7/1/115/1/";"/293/2/15/7/1/115/"
"694219";"2";"MESA 2";"128";"/293/2/15/7/1/115/2/";"/293/2/15/7/1/115/"
"694220";"3";"MESA 3";"128";"/293/2/15/7/1/115/3/";"/293/2/15/7/1/115/"
"694221";"4";"MESA 4";"128";"/293/2/15/7/1/115/4/";"/293/2/15/7/1/115/"
"694222";"8498";"HUAMBO ESCOLA PRIMÁRIA Nº 110 (BOMBA ALTA)";"64";"/293/2/15/7/1/116/";"/293/2/15/7/1/"
"694223";"1";"MESA 1";"128";"/293/2/15/7/1/116/1/";"/293/2/15/7/1/116/"
"694224";"2";"MESA 2";"128";"/293/2/15/7/1/116/2/";"/293/2/15/7/1/116/"
"694225";"3";"MESA 3";"128";"/293/2/15/7/1/116/3/";"/293/2/15/7/1/116/"
"694226";"4";"MESA 4";"128";"/293/2/15/7/1/116/4/";"/293/2/15/7/1/116/"
"694227";"5";"MESA 5";"128";"/293/2/15/7/1/116/5/";"/293/2/15/7/1/116/"
"694228";"8499";"HUAMBO ESCOLA PRIMÁRIA Nº 110 (BOMBA ALTA) (2)";"64";"/293/2/15/7/1/117/";"/293/2/15/7/1/"
"694229";"1";"MESA 1";"128";"/293/2/15/7/1/117/1/";"/293/2/15/7/1/117/"
"694230";"2";"MESA 2";"128";"/293/2/15/7/1/117/2/";"/293/2/15/7/1/117/"
"694231";"3";"MESA 3";"128";"/293/2/15/7/1/117/3/";"/293/2/15/7/1/117/"
"694232";"4";"MESA 4";"128";"/293/2/15/7/1/117/4/";"/293/2/15/7/1/117/"
"694233";"5";"MESA 5";"128";"/293/2/15/7/1/117/5/";"/293/2/15/7/1/117/"
"694234";"8500";"HUAMBO ESCOLA PRIMÁRIA Nº 291 BOMBA BAIXA (VILINGA)";"64";"/293/2/15/7/1/118/";"/293/2/15/7/1/"
"694235";"1";"MESA 1";"128";"/293/2/15/7/1/118/1/";"/293/2/15/7/1/118/"
"694236";"2";"MESA 2";"128";"/293/2/15/7/1/118/2/";"/293/2/15/7/1/118/"
"694237";"3";"MESA 3";"128";"/293/2/15/7/1/118/3/";"/293/2/15/7/1/118/"
"694238";"4";"MESA 4";"128";"/293/2/15/7/1/118/4/";"/293/2/15/7/1/118/"
"694239";"8501";"HUAMBO ESCOLA PRIMÁRIA Nº 109 DA VILA GRAÇA";"64";"/293/2/15/7/1/119/";"/293/2/15/7/1/"
"694240";"1";"MESA 1";"128";"/293/2/15/7/1/119/1/";"/293/2/15/7/1/119/"
"694241";"2";"MESA 2";"128";"/293/2/15/7/1/119/2/";"/293/2/15/7/1/119/"
"694242";"3";"MESA 3";"128";"/293/2/15/7/1/119/3/";"/293/2/15/7/1/119/"
"694243";"4";"MESA 4";"128";"/293/2/15/7/1/119/4/";"/293/2/15/7/1/119/"
"694244";"5";"MESA 5";"128";"/293/2/15/7/1/119/5/";"/293/2/15/7/1/119/"
"230673";"8394";"HUAMBO ESCOLA PRIMÁRIA 28 DE AGOSTO (RUA DO COMÉRCIO) (2)";"64";"/293/2/15/7/1/12/";"/293/2/15/7/1/"
"230674";"1";"MESA 1";"128";"/293/2/15/7/1/12/1/";"/293/2/15/7/1/12/"
"230675";"2";"MESA 2";"128";"/293/2/15/7/1/12/2/";"/293/2/15/7/1/12/"
"230676";"3";"MESA 3";"128";"/293/2/15/7/1/12/3/";"/293/2/15/7/1/12/"
"230677";"4";"MESA 4";"128";"/293/2/15/7/1/12/4/";"/293/2/15/7/1/12/"
"694245";"8502";"HUAMBO ESCOLA COMUNITÁRIA DO LOSSAMBO";"64";"/293/2/15/7/1/120/";"/293/2/15/7/1/"
"694246";"1";"MESA 1";"128";"/293/2/15/7/1/120/1/";"/293/2/15/7/1/120/"
"694247";"2";"MESA 2";"128";"/293/2/15/7/1/120/2/";"/293/2/15/7/1/120/"
"694248";"3";"MESA 3";"128";"/293/2/15/7/1/120/3/";"/293/2/15/7/1/120/"
"694249";"4";"MESA 4";"128";"/293/2/15/7/1/120/4/";"/293/2/15/7/1/120/"
"694250";"8503";"HUAMBO ESCOLA COMUNITÁRIA DO LOSSAMBO (2)";"64";"/293/2/15/7/1/121/";"/293/2/15/7/1/"
"694251";"1";"MESA 1";"128";"/293/2/15/7/1/121/1/";"/293/2/15/7/1/121/"
"694252";"2";"MESA 2";"128";"/293/2/15/7/1/121/2/";"/293/2/15/7/1/121/"
"694253";"3";"MESA 3";"128";"/293/2/15/7/1/121/3/";"/293/2/15/7/1/121/"
"694254";"4";"MESA 4";"128";"/293/2/15/7/1/121/4/";"/293/2/15/7/1/121/"
"694255";"8504";"HUAMBO ESCOLA PRIMÁRIA Nº 175 (CASSEQUE I)";"64";"/293/2/15/7/1/122/";"/293/2/15/7/1/"
"694256";"1";"MESA 1";"128";"/293/2/15/7/1/122/1/";"/293/2/15/7/1/122/"
"694257";"2";"MESA 2";"128";"/293/2/15/7/1/122/2/";"/293/2/15/7/1/122/"
"694258";"3";"MESA 3";"128";"/293/2/15/7/1/122/3/";"/293/2/15/7/1/122/"
"694259";"4";"MESA 4";"128";"/293/2/15/7/1/122/4/";"/293/2/15/7/1/122/"
"694260";"8505";"HUAMBO ESCOLA PRIMÁRIA Nº 175 (CASSEQUE I) (2)";"64";"/293/2/15/7/1/123/";"/293/2/15/7/1/"
"694261";"1";"MESA 1";"128";"/293/2/15/7/1/123/1/";"/293/2/15/7/1/123/"
"694262";"2";"MESA 2";"128";"/293/2/15/7/1/123/2/";"/293/2/15/7/1/123/"
"694263";"3";"MESA 3";"128";"/293/2/15/7/1/123/3/";"/293/2/15/7/1/123/"
"694264";"4";"MESA 4";"128";"/293/2/15/7/1/123/4/";"/293/2/15/7/1/123/"
"694265";"8506";"HUAMBO ESCOLA PRIMÁRIA Nº 47 (CAULULU)";"64";"/293/2/15/7/1/124/";"/293/2/15/7/1/"
"694266";"1";"MESA 1";"128";"/293/2/15/7/1/124/1/";"/293/2/15/7/1/124/"
"694267";"2";"MESA 2";"128";"/293/2/15/7/1/124/2/";"/293/2/15/7/1/124/"
"694268";"3";"MESA 3";"128";"/293/2/15/7/1/124/3/";"/293/2/15/7/1/124/"
"694269";"4";"MESA 4";"128";"/293/2/15/7/1/124/4/";"/293/2/15/7/1/124/"
"694274";"8508";"HUAMBO ESCOLA PRIMÁRIA Nº 105 (CHIVA)";"64";"/293/2/15/7/1/125/";"/293/2/15/7/1/"
"694275";"1";"MESA 1";"128";"/293/2/15/7/1/125/1/";"/293/2/15/7/1/125/"
"694276";"2";"MESA 2";"128";"/293/2/15/7/1/125/2/";"/293/2/15/7/1/125/"
"694277";"3";"MESA 3";"128";"/293/2/15/7/1/125/3/";"/293/2/15/7/1/125/"
"694278";"4";"MESA 4";"128";"/293/2/15/7/1/125/4/";"/293/2/15/7/1/125/"
"694279";"8509";"HUAMBO ESCOLA PRIMÁRIA Nº 105 (CHIVA) (2)";"64";"/293/2/15/7/1/126/";"/293/2/15/7/1/"
"694280";"1";"MESA 1";"128";"/293/2/15/7/1/126/1/";"/293/2/15/7/1/126/"
"694281";"2";"MESA 2";"128";"/293/2/15/7/1/126/2/";"/293/2/15/7/1/126/"
"694282";"3";"MESA 3";"128";"/293/2/15/7/1/126/3/";"/293/2/15/7/1/126/"
"694283";"4";"MESA 4";"128";"/293/2/15/7/1/126/4/";"/293/2/15/7/1/126/"
"694284";"8510";"HUAMBO ESCOLA PRIMÁRIA Nº 116 DE UTALAMO (VILINGA)";"64";"/293/2/15/7/1/127/";"/293/2/15/7/1/"
"694285";"1";"MESA 1";"128";"/293/2/15/7/1/127/1/";"/293/2/15/7/1/127/"
"694286";"2";"MESA 2";"128";"/293/2/15/7/1/127/2/";"/293/2/15/7/1/127/"
"694291";"8512";"HUAMBO LICEU 22 DE NOVEMBRO DA CENTRALIDADE DO LOSSAMBO";"64";"/293/2/15/7/1/128/";"/293/2/15/7/1/"
"694292";"1";"MESA 1";"128";"/293/2/15/7/1/128/1/";"/293/2/15/7/1/128/"
"694293";"2";"MESA 2";"128";"/293/2/15/7/1/128/2/";"/293/2/15/7/1/128/"
"694294";"3";"MESA 3";"128";"/293/2/15/7/1/128/3/";"/293/2/15/7/1/128/"
"694295";"4";"MESA 4";"128";"/293/2/15/7/1/128/4/";"/293/2/15/7/1/128/"
"694296";"8513";"HUAMBO LICEU 22 DE NOVEMBRO DA CENTRALIDADE DO LOSSAMBO (2)";"64";"/293/2/15/7/1/129/";"/293/2/15/7/1/"
"694297";"1";"MESA 1";"128";"/293/2/15/7/1/129/1/";"/293/2/15/7/1/129/"
"694298";"2";"MESA 2";"128";"/293/2/15/7/1/129/2/";"/293/2/15/7/1/129/"
"694299";"3";"MESA 3";"128";"/293/2/15/7/1/129/3/";"/293/2/15/7/1/129/"
"694300";"4";"MESA 4";"128";"/293/2/15/7/1/129/4/";"/293/2/15/7/1/129/"
"230680";"8395";"HUAMBO ESCOLA PRIMÁRIA Nº 1 (SÃO PEDRO URBANO)";"64";"/293/2/15/7/1/13/";"/293/2/15/7/1/"
"230681";"1";"MESA 1";"128";"/293/2/15/7/1/13/1/";"/293/2/15/7/1/13/"
"230682";"2";"MESA 2";"128";"/293/2/15/7/1/13/2/";"/293/2/15/7/1/13/"
"230683";"3";"MESA 3";"128";"/293/2/15/7/1/13/3/";"/293/2/15/7/1/13/"
"230684";"4";"MESA 4";"128";"/293/2/15/7/1/13/4/";"/293/2/15/7/1/13/"
"694301";"8514";"HUAMBO ESCOLA DO 1º CICLO DO ENSINO SECUNDÁRIO DA CHIVA";"64";"/293/2/15/7/1/130/";"/293/2/15/7/1/"
"694302";"1";"MESA 1";"128";"/293/2/15/7/1/130/1/";"/293/2/15/7/1/130/"
"694303";"2";"MESA 2";"128";"/293/2/15/7/1/130/2/";"/293/2/15/7/1/130/"
"694304";"3";"MESA 3";"128";"/293/2/15/7/1/130/3/";"/293/2/15/7/1/130/"
"694305";"4";"MESA 4";"128";"/293/2/15/7/1/130/4/";"/293/2/15/7/1/130/"
"694306";"5";"MESA 5";"128";"/293/2/15/7/1/130/5/";"/293/2/15/7/1/130/"
"694307";"8515";"HUAMBO ESCOLA PRIMÁRIA CAPA CHILOMBO";"64";"/293/2/15/7/1/131/";"/293/2/15/7/1/"
"694308";"1";"MESA 1";"128";"/293/2/15/7/1/131/1/";"/293/2/15/7/1/131/"
"694309";"2";"MESA 2";"128";"/293/2/15/7/1/131/2/";"/293/2/15/7/1/131/"
"694310";"3";"MESA 3";"128";"/293/2/15/7/1/131/3/";"/293/2/15/7/1/131/"
"694311";"4";"MESA 4";"128";"/293/2/15/7/1/131/4/";"/293/2/15/7/1/131/"
"694312";"8516";"HUAMBO ESCOLA PRIMÁRIA Nº 69 ETUNDA";"64";"/293/2/15/7/1/132/";"/293/2/15/7/1/"
"694313";"1";"MESA 1";"128";"/293/2/15/7/1/132/1/";"/293/2/15/7/1/132/"
"694314";"2";"MESA 2";"128";"/293/2/15/7/1/132/2/";"/293/2/15/7/1/132/"
"694318";"8518";"HUAMBO LICEU XAVIER SAMACAU_EX PUNIV (CASSEQUE III)";"64";"/293/2/15/7/1/133/";"/293/2/15/7/1/"
"694319";"1";"MESA 1";"128";"/293/2/15/7/1/133/1/";"/293/2/15/7/1/133/"
"694320";"2";"MESA 2";"128";"/293/2/15/7/1/133/2/";"/293/2/15/7/1/133/"
"694321";"3";"MESA 3";"128";"/293/2/15/7/1/133/3/";"/293/2/15/7/1/133/"
"694322";"4";"MESA 4";"128";"/293/2/15/7/1/133/4/";"/293/2/15/7/1/133/"
"694323";"8519";"HUAMBO LICEU XAVIER SAMACAU_EX PUNIV (CASSEQUE III) (2)";"64";"/293/2/15/7/1/134/";"/293/2/15/7/1/"
"694324";"1";"MESA 1";"128";"/293/2/15/7/1/134/1/";"/293/2/15/7/1/134/"
"694325";"2";"MESA 2";"128";"/293/2/15/7/1/134/2/";"/293/2/15/7/1/134/"
"694326";"3";"MESA 3";"128";"/293/2/15/7/1/134/3/";"/293/2/15/7/1/134/"
"694327";"4";"MESA 4";"128";"/293/2/15/7/1/134/4/";"/293/2/15/7/1/134/"
"694328";"8520";"HUAMBO ESCOLA PRIMÁRIA Nº 163 DE CALICOQUE (XAVIER SAMACAU)";"64";"/293/2/15/7/1/135/";"/293/2/15/7/1/"
"694329";"1";"MESA 1";"128";"/293/2/15/7/1/135/1/";"/293/2/15/7/1/135/"
"694330";"2";"MESA 2";"128";"/293/2/15/7/1/135/2/";"/293/2/15/7/1/135/"
"694331";"8521";"HUAMBO ESCOLA PRIMÁRIA Nº 283 SANJEPELE ( XAVIER SAMACAU)";"64";"/293/2/15/7/1/136/";"/293/2/15/7/1/"
"694332";"1";"MESA 1";"128";"/293/2/15/7/1/136/1/";"/293/2/15/7/1/136/"
"694333";"2";"MESA 2";"128";"/293/2/15/7/1/136/2/";"/293/2/15/7/1/136/"
"694334";"8522";"HUAMBO ESCOLA PRIMÁRIA Nº 107 (BAIRRO 27)";"64";"/293/2/15/7/1/137/";"/293/2/15/7/1/"
"694335";"1";"MESA 1";"128";"/293/2/15/7/1/137/1/";"/293/2/15/7/1/137/"
"694336";"2";"MESA 2";"128";"/293/2/15/7/1/137/2/";"/293/2/15/7/1/137/"
"694337";"8523";"HUAMBO ESCOLA PRIMÁRIA Nº 7 BELÉM DO HUAMBO";"64";"/293/2/15/7/1/138/";"/293/2/15/7/1/"
"694338";"1";"MESA 1";"128";"/293/2/15/7/1/138/1/";"/293/2/15/7/1/138/"
"694339";"2";"MESA 2";"128";"/293/2/15/7/1/138/2/";"/293/2/15/7/1/138/"
"694340";"3";"MESA 3";"128";"/293/2/15/7/1/138/3/";"/293/2/15/7/1/138/"
"694341";"4";"MESA 4";"128";"/293/2/15/7/1/138/4/";"/293/2/15/7/1/138/"
"694342";"5";"MESA 5";"128";"/293/2/15/7/1/138/5/";"/293/2/15/7/1/138/"
"694343";"8524";"HUAMBO ESCOLA PRIMÁRIA Nº 162 - N'JONGOLO";"64";"/293/2/15/7/1/139/";"/293/2/15/7/1/"
"694344";"1";"MESA 1";"128";"/293/2/15/7/1/139/1/";"/293/2/15/7/1/139/"
"694345";"2";"MESA 2";"128";"/293/2/15/7/1/139/2/";"/293/2/15/7/1/139/"
"694346";"3";"MESA 3";"128";"/293/2/15/7/1/139/3/";"/293/2/15/7/1/139/"
"230689";"8396";"HUAMBO ESCOLA PRIMÁRIA Nº 1 (SÃO PEDRO URBANO) (2)";"64";"/293/2/15/7/1/14/";"/293/2/15/7/1/"
"230690";"1";"MESA 1";"128";"/293/2/15/7/1/14/1/";"/293/2/15/7/1/14/"
"230691";"2";"MESA 2";"128";"/293/2/15/7/1/14/2/";"/293/2/15/7/1/14/"
"230692";"3";"MESA 3";"128";"/293/2/15/7/1/14/3/";"/293/2/15/7/1/14/"
"230693";"4";"MESA 4";"128";"/293/2/15/7/1/14/4/";"/293/2/15/7/1/14/"
"694347";"8526";"HUAMBO ESCOLA PRIMÁRIA Nº 13 (CAHULULU)";"64";"/293/2/15/7/1/140/";"/293/2/15/7/1/"
"694348";"1";"MESA 1";"128";"/293/2/15/7/1/140/1/";"/293/2/15/7/1/140/"
"694350";"8528";"HUAMBO SAMISSASSA ESCOLA PRIMÁRIA Nº 163 (ANEXA DE CALICOQUE";"64";"/293/2/15/7/1/141/";"/293/2/15/7/1/"
"694351";"1";"MESA 1";"128";"/293/2/15/7/1/141/1/";"/293/2/15/7/1/141/"
"694352";"8530";"HUAMBO ESCOLA PRIMÁRIA Nº 285 CALUEIO (VILINGA)";"64";"/293/2/15/7/1/142/";"/293/2/15/7/1/"
"694353";"1";"MESA 1";"128";"/293/2/15/7/1/142/1/";"/293/2/15/7/1/142/"
"694354";"8533";"HUAMBO ESCOLA PRIMÁRIA Nº 44 (NGONGOWINGA - N'ZAGI)";"64";"/293/2/15/7/1/143/";"/293/2/15/7/1/"
"694355";"1";"MESA 1";"128";"/293/2/15/7/1/143/1/";"/293/2/15/7/1/143/"
"694356";"2";"MESA 2";"128";"/293/2/15/7/1/143/2/";"/293/2/15/7/1/143/"
"694357";"8535";"HUAMBO ESCOLA PRIMÁRIA DE CHINHENI (TENDA)";"64";"/293/2/15/7/1/144/";"/293/2/15/7/1/"
"694358";"1";"MESA 1";"128";"/293/2/15/7/1/144/1/";"/293/2/15/7/1/144/"
"694359";"2";"MESA 2";"128";"/293/2/15/7/1/144/2/";"/293/2/15/7/1/144/"
"694360";"8536";"HUAMBO ESCOLA PRIMÁRIA Nº 10 (PETRÓLEO)";"64";"/293/2/15/7/1/145/";"/293/2/15/7/1/"
"694361";"1";"MESA 1";"128";"/293/2/15/7/1/145/1/";"/293/2/15/7/1/145/"
"694362";"2";"MESA 2";"128";"/293/2/15/7/1/145/2/";"/293/2/15/7/1/145/"
"694363";"3";"MESA 3";"128";"/293/2/15/7/1/145/3/";"/293/2/15/7/1/145/"
"694364";"4";"MESA 4";"128";"/293/2/15/7/1/145/4/";"/293/2/15/7/1/145/"
"694365";"5";"MESA 5";"128";"/293/2/15/7/1/145/5/";"/293/2/15/7/1/145/"
"694366";"8538";"HUAMBO TENDA JUNTO A ESCOLA PRIMÁRIA DO SANTO AMARO";"64";"/293/2/15/7/1/146/";"/293/2/15/7/1/"
"694367";"1";"MESA 1";"128";"/293/2/15/7/1/146/1/";"/293/2/15/7/1/146/"
"694368";"2";"MESA 2";"128";"/293/2/15/7/1/146/2/";"/293/2/15/7/1/146/"
"694391";"8570";"CHIPIPA CAMPO DA ALDEIA MAYAYA (JUNTO A CASA DO SOBA AVELINO";"64";"/293/2/15/7/1/147/";"/293/2/15/7/1/"
"694392";"1";"MESA 1";"128";"/293/2/15/7/1/147/1/";"/293/2/15/7/1/147/"
"694393";"2";"MESA 2";"128";"/293/2/15/7/1/147/2/";"/293/2/15/7/1/147/"
"230700";"8397";"HUAMBO COLÉGIO MAIA (CALOMANDA)";"64";"/293/2/15/7/1/15/";"/293/2/15/7/1/"
"230701";"1";"MESA 1";"128";"/293/2/15/7/1/15/1/";"/293/2/15/7/1/15/"
"230702";"2";"MESA 2";"128";"/293/2/15/7/1/15/2/";"/293/2/15/7/1/15/"
"694115";"3";"MESA 3";"128";"/293/2/15/7/1/15/3/";"/293/2/15/7/1/15/"
"230703";"8398";"HUAMBO COLÉGIO MAIA (CALOMANDA) (2)";"64";"/293/2/15/7/1/16/";"/293/2/15/7/1/"
"230704";"1";"MESA 1";"128";"/293/2/15/7/1/16/1/";"/293/2/15/7/1/16/"
"230705";"2";"MESA 2";"128";"/293/2/15/7/1/16/2/";"/293/2/15/7/1/16/"
"230706";"3";"MESA 3";"128";"/293/2/15/7/1/16/3/";"/293/2/15/7/1/16/"
"230712";"8399";"HUAMBO FACULDADE DE DIREITO";"64";"/293/2/15/7/1/17/";"/293/2/15/7/1/"
"230713";"1";"MESA 1";"128";"/293/2/15/7/1/17/1/";"/293/2/15/7/1/17/"
"230714";"2";"MESA 2";"128";"/293/2/15/7/1/17/2/";"/293/2/15/7/1/17/"
"230715";"3";"MESA 3";"128";"/293/2/15/7/1/17/3/";"/293/2/15/7/1/17/"
"230716";"4";"MESA 4";"128";"/293/2/15/7/1/17/4/";"/293/2/15/7/1/17/"
"230718";"8400";"HUAMBO FACULDADE DE DIREITO (2)";"64";"/293/2/15/7/1/18/";"/293/2/15/7/1/"
"230719";"1";"MESA 1";"128";"/293/2/15/7/1/18/1/";"/293/2/15/7/1/18/"
"230720";"2";"MESA 2";"128";"/293/2/15/7/1/18/2/";"/293/2/15/7/1/18/"
"230721";"3";"MESA 3";"128";"/293/2/15/7/1/18/3/";"/293/2/15/7/1/18/"
"230722";"4";"MESA 4";"128";"/293/2/15/7/1/18/4/";"/293/2/15/7/1/18/"
"230724";"8401";"HUAMBO FACULDADE DE ECONOMIA";"64";"/293/2/15/7/1/19/";"/293/2/15/7/1/"
"230725";"1";"MESA 1";"128";"/293/2/15/7/1/19/1/";"/293/2/15/7/1/19/"
"230726";"2";"MESA 2";"128";"/293/2/15/7/1/19/2/";"/293/2/15/7/1/19/"
"230727";"3";"MESA 3";"128";"/293/2/15/7/1/19/3/";"/293/2/15/7/1/19/"
"230728";"4";"MESA 4";"128";"/293/2/15/7/1/19/4/";"/293/2/15/7/1/19/"
"230729";"5";"MESA 5";"128";"/293/2/15/7/1/19/5/";"/293/2/15/7/1/19/"
"230369";"8384";"HUAMBO ESCOLA PRIMÁRIA Nº 55 (CAPANGO) (2)";"64";"/293/2/15/7/1/2/";"/293/2/15/7/1/"
"230370";"1";"MESA 1";"128";"/293/2/15/7/1/2/1/";"/293/2/15/7/1/2/"
"694095";"2";"MESA 2";"128";"/293/2/15/7/1/2/2/";"/293/2/15/7/1/2/"
"694096";"3";"MESA 3";"128";"/293/2/15/7/1/2/3/";"/293/2/15/7/1/2/"
"694097";"4";"MESA 4";"128";"/293/2/15/7/1/2/4/";"/293/2/15/7/1/2/"
"230730";"8402";"HUAMBO COLÉGIO COMANDANTE BULA (BAIRRO ACADÉMICO)";"64";"/293/2/15/7/1/20/";"/293/2/15/7/1/"
"230731";"1";"MESA 1";"128";"/293/2/15/7/1/20/1/";"/293/2/15/7/1/20/"
"230732";"2";"MESA 2";"128";"/293/2/15/7/1/20/2/";"/293/2/15/7/1/20/"
"694116";"3";"MESA 3";"128";"/293/2/15/7/1/20/3/";"/293/2/15/7/1/20/"
"230733";"8403";"HUAMBO ESCOLA COMANDANTE DANGEREUX (BAIRRO ACADÉMICO)";"64";"/293/2/15/7/1/21/";"/293/2/15/7/1/"
"230734";"1";"MESA 1";"128";"/293/2/15/7/1/21/1/";"/293/2/15/7/1/21/"
"230735";"2";"MESA 2";"128";"/293/2/15/7/1/21/2/";"/293/2/15/7/1/21/"
"230736";"3";"MESA 3";"128";"/293/2/15/7/1/21/3/";"/293/2/15/7/1/21/"
"230737";"8404";"HUAMBO INSTITUTO SUPERIOR DE CIÊNCIAS DE EDUCAÇÃO ISCED - HU";"64";"/293/2/15/7/1/22/";"/293/2/15/7/1/"
"230738";"1";"MESA 1";"128";"/293/2/15/7/1/22/1/";"/293/2/15/7/1/22/"
"230739";"2";"MESA 2";"128";"/293/2/15/7/1/22/2/";"/293/2/15/7/1/22/"
"230740";"3";"MESA 3";"128";"/293/2/15/7/1/22/3/";"/293/2/15/7/1/22/"
"230747";"8405";"HUAMBO ESCOLA PRIMÁRIA Nº 3 (CALOMANDA) SALAS DA PARTE DE TR";"64";"/293/2/15/7/1/23/";"/293/2/15/7/1/"
"230748";"1";"MESA 1";"128";"/293/2/15/7/1/23/1/";"/293/2/15/7/1/23/"
"230749";"2";"MESA 2";"128";"/293/2/15/7/1/23/2/";"/293/2/15/7/1/23/"
"230758";"8406";"HUAMBO ESCOLA Nº 3 (CALOMANDA)";"64";"/293/2/15/7/1/24/";"/293/2/15/7/1/"
"230759";"1";"MESA 1";"128";"/293/2/15/7/1/24/1/";"/293/2/15/7/1/24/"
"230760";"2";"MESA 2";"128";"/293/2/15/7/1/24/2/";"/293/2/15/7/1/24/"
"230761";"3";"MESA 3";"128";"/293/2/15/7/1/24/3/";"/293/2/15/7/1/24/"
"230762";"4";"MESA 4";"128";"/293/2/15/7/1/24/4/";"/293/2/15/7/1/24/"
"230763";"5";"MESA 5";"128";"/293/2/15/7/1/24/5/";"/293/2/15/7/1/24/"
"230769";"8407";"HUAMBO ESCOLA Nº 3 (CALOMANDA) (2)";"64";"/293/2/15/7/1/25/";"/293/2/15/7/1/"
"230770";"1";"MESA 1";"128";"/293/2/15/7/1/25/1/";"/293/2/15/7/1/25/"
"230771";"2";"MESA 2";"128";"/293/2/15/7/1/25/2/";"/293/2/15/7/1/25/"
"230772";"3";"MESA 3";"128";"/293/2/15/7/1/25/3/";"/293/2/15/7/1/25/"
