"1870";"DPA";"NACIONAL / ANGOLA (DPA)";"1";"/293/2/";"/293/"
"220099";"1871";"TENDA 1 ESCOLA Nº 4075";"64";"/293/2/7/4/1/13/";"/293/2/7/4/1/"
"220100";"1";"MESA 1";"128";"/293/2/7/4/1/13/1/";"/293/2/7/4/1/13/"
"220102";"1875";"TENDA 1 ESCOLA Nª 4060 (MUCULO)";"64";"/293/2/7/4/1/14/";"/293/2/7/4/1/"
"220103";"1";"MESA 1";"128";"/293/2/7/4/1/14/1/";"/293/2/7/4/1/14/"
"220104";"2";"MESA 2";"128";"/293/2/7/4/1/14/2/";"/293/2/7/4/1/14/"
"220108";"1892";"ESCOLA Nº8060 (MUCULO)";"64";"/293/2/7/4/1/15/";"/293/2/7/4/1/"
"220109";"1";"MESA 1";"128";"/293/2/7/4/1/15/1/";"/293/2/7/4/1/15/"
"220110";"2";"MESA 2";"128";"/293/2/7/4/1/15/2/";"/293/2/7/4/1/15/"
"220122";"1895";"TENDA 3 ANTIGA ESCOLA 4060";"64";"/293/2/7/4/1/16/";"/293/2/7/4/1/"
"220123";"1";"MESA 1";"128";"/293/2/7/4/1/16/1/";"/293/2/7/4/1/16/"
"690381";"1896";"EP ANTIGA ESCOLA DA QUILUNSA 4060";"64";"/293/2/7/4/1/17/";"/293/2/7/4/1/"
"690382";"1";"MESA 1";"128";"/293/2/7/4/1/17/1/";"/293/2/7/4/1/17/"
"690383";"2";"MESA 2";"128";"/293/2/7/4/1/17/2/";"/293/2/7/4/1/17/"
"690384";"3";"MESA 3";"128";"/293/2/7/4/1/17/3/";"/293/2/7/4/1/17/"
"690385";"4";"MESA 4";"128";"/293/2/7/4/1/17/4/";"/293/2/7/4/1/17/"
"690386";"1897";"TENDA 2 ANTIGA ESCOLA DA QUINTA 4060";"64";"/293/2/7/4/1/18/";"/293/2/7/4/1/"
"690387";"1";"MESA 1";"128";"/293/2/7/4/1/18/1/";"/293/2/7/4/1/18/"
"219955";"1691";"ESCOLA PRIMÁRIA Nº 4028 (CAOP-VELHA)";"64";"/293/2/7/4/1/2/";"/293/2/7/4/1/"
"219956";"1";"MESA 1";"128";"/293/2/7/4/1/2/1/";"/293/2/7/4/1/2/"
"219957";"2";"MESA 2";"128";"/293/2/7/4/1/2/2/";"/293/2/7/4/1/2/"
"219958";"3";"MESA 3";"128";"/293/2/7/4/1/2/3/";"/293/2/7/4/1/2/"
"690048";"4";"MESA 4";"128";"/293/2/7/4/1/2/4/";"/293/2/7/4/1/2/"
"690049";"5";"MESA 5";"128";"/293/2/7/4/1/2/5/";"/293/2/7/4/1/2/"
"219959";"1704";"ESCOLA Nº 8090 (CAOP - CASAS NOVAS)";"64";"/293/2/7/4/1/3/";"/293/2/7/4/1/"
"219960";"1";"MESA 1";"128";"/293/2/7/4/1/3/1/";"/293/2/7/4/1/3/"
"690054";"2";"MESA 2";"128";"/293/2/7/4/1/3/2/";"/293/2/7/4/1/3/"
"690055";"3";"MESA 3";"128";"/293/2/7/4/1/3/3/";"/293/2/7/4/1/3/"
"690056";"4";"MESA 4";"128";"/293/2/7/4/1/3/4/";"/293/2/7/4/1/3/"
"690057";"5";"MESA 5";"128";"/293/2/7/4/1/3/5/";"/293/2/7/4/1/3/"
"219961";"1711";"ESCOLA Nº 8010 (CAOP - CASAS NOVAS)";"64";"/293/2/7/4/1/4/";"/293/2/7/4/1/"
"219962";"1";"MESA 1";"128";"/293/2/7/4/1/4/1/";"/293/2/7/4/1/4/"
"219963";"2";"MESA 2";"128";"/293/2/7/4/1/4/2/";"/293/2/7/4/1/4/"
"690059";"3";"MESA 3";"128";"/293/2/7/4/1/4/3/";"/293/2/7/4/1/4/"
"220055";"1712";"ESCOLA Nº 8010 (CAOP - CASAS NOVAS) (2)";"64";"/293/2/7/4/1/5/";"/293/2/7/4/1/"
"220056";"1";"MESA 1";"128";"/293/2/7/4/1/5/1/";"/293/2/7/4/1/5/"
"220057";"2";"MESA 2";"128";"/293/2/7/4/1/5/2/";"/293/2/7/4/1/5/"
"220058";"3";"MESA 3";"128";"/293/2/7/4/1/5/3/";"/293/2/7/4/1/5/"
"220060";"1713";"COLÉGIO BAPTISTA DA CAOP";"64";"/293/2/7/4/1/6/";"/293/2/7/4/1/"
"220061";"1";"MESA 1";"128";"/293/2/7/4/1/6/1/";"/293/2/7/4/1/6/"
"690060";"2";"MESA 2";"128";"/293/2/7/4/1/6/2/";"/293/2/7/4/1/6/"
"220062";"1773";"ESCOLA PRIMÁRIA Nº 4022 (FAZENDA ESPRIMENTAL)";"64";"/293/2/7/4/1/7/";"/293/2/7/4/1/"
"220063";"1";"MESA 1";"128";"/293/2/7/4/1/7/1/";"/293/2/7/4/1/7/"
"690150";"2";"MESA 2";"128";"/293/2/7/4/1/7/2/";"/293/2/7/4/1/7/"
"690151";"3";"MESA 3";"128";"/293/2/7/4/1/7/3/";"/293/2/7/4/1/7/"
"220064";"1794";"TENDA 1 ESCOLA Nª 8059";"64";"/293/2/7/4/1/8/";"/293/2/7/4/1/"
"220065";"1";"MESA 1";"128";"/293/2/7/4/1/8/1/";"/293/2/7/4/1/8/"
"690180";"2";"MESA 2";"128";"/293/2/7/4/1/8/2/";"/293/2/7/4/1/8/"
"690181";"3";"MESA 3";"128";"/293/2/7/4/1/8/3/";"/293/2/7/4/1/8/"
"690182";"4";"MESA 4";"128";"/293/2/7/4/1/8/4/";"/293/2/7/4/1/8/"
"220066";"1828";"ESCOLA Nº 8059 (CAMICUTO 1)";"64";"/293/2/7/4/1/9/";"/293/2/7/4/1/"
"220067";"1";"MESA 1";"128";"/293/2/7/4/1/9/1/";"/293/2/7/4/1/9/"
"220068";"2";"MESA 2";"128";"/293/2/7/4/1/9/2/";"/293/2/7/4/1/9/"
"220069";"3";"MESA 3";"128";"/293/2/7/4/1/9/3/";"/293/2/7/4/1/9/"
"220070";"4";"MESA 4";"128";"/293/2/7/4/1/9/4/";"/293/2/7/4/1/9/"
"2900";"050404";"KIKOLO";"8";"/293/2/7/4/2/";"/293/2/7/4/"
"219498";"1006";"ESCOLA  POR DE TRAS DA POVORA";"64";"/293/2/7/4/2/1/";"/293/2/7/4/2/"
"219499";"1";"MESA 1";"128";"/293/2/7/4/2/1/1/";"/293/2/7/4/2/1/"
"219500";"2";"MESA 2";"128";"/293/2/7/4/2/1/2/";"/293/2/7/4/2/1/"
"219501";"3";"MESA 3";"128";"/293/2/7/4/2/1/3/";"/293/2/7/4/2/1/"
"219502";"4";"MESA 4";"128";"/293/2/7/4/2/1/4/";"/293/2/7/4/2/1/"
"219503";"5";"MESA 5";"128";"/293/2/7/4/2/1/5/";"/293/2/7/4/2/1/"
"219745";"1074";"ESCOLA Nº4015 (QUICOLO)";"64";"/293/2/7/4/2/10/";"/293/2/7/4/2/"
"219746";"1";"MESA 1";"128";"/293/2/7/4/2/10/1/";"/293/2/7/4/2/10/"
"219747";"2";"MESA 2";"128";"/293/2/7/4/2/10/2/";"/293/2/7/4/2/10/"
"219748";"3";"MESA 3";"128";"/293/2/7/4/2/10/3/";"/293/2/7/4/2/10/"
"689294";"4";"MESA 4";"128";"/293/2/7/4/2/10/4/";"/293/2/7/4/2/10/"
"220323";"1075";"ESCOLA Nº4015 (QUICOLO) (2)";"64";"/293/2/7/4/2/11/";"/293/2/7/4/2/"
"220324";"1";"MESA 1";"128";"/293/2/7/4/2/11/1/";"/293/2/7/4/2/11/"
"220325";"2";"MESA 2";"128";"/293/2/7/4/2/11/2/";"/293/2/7/4/2/11/"
"220326";"3";"MESA 3";"128";"/293/2/7/4/2/11/3/";"/293/2/7/4/2/11/"
"220327";"4";"MESA 4";"128";"/293/2/7/4/2/11/4/";"/293/2/7/4/2/11/"
"220336";"1076";"COLÉGIO CARVALHO CABRAL";"64";"/293/2/7/4/2/12/";"/293/2/7/4/2/"
"220337";"1";"MESA 1";"128";"/293/2/7/4/2/12/1/";"/293/2/7/4/2/12/"
"220338";"2";"MESA 2";"128";"/293/2/7/4/2/12/2/";"/293/2/7/4/2/12/"
"220339";"3";"MESA 3";"128";"/293/2/7/4/2/12/3/";"/293/2/7/4/2/12/"
"220342";"1089";"EP ALCORREIA CAC-55";"64";"/293/2/7/4/2/13/";"/293/2/7/4/2/"
"220343";"1";"MESA 1";"128";"/293/2/7/4/2/13/1/";"/293/2/7/4/2/13/"
"220344";"2";"MESA 2";"128";"/293/2/7/4/2/13/2/";"/293/2/7/4/2/13/"
"220346";"1100";"COLÉGIO TUZIZILA CAC-72";"64";"/293/2/7/4/2/14/";"/293/2/7/4/2/"
"220347";"1";"MESA 1";"128";"/293/2/7/4/2/14/1/";"/293/2/7/4/2/14/"
"220348";"2";"MESA 2";"128";"/293/2/7/4/2/14/2/";"/293/2/7/4/2/14/"
"220349";"3";"MESA 3";"128";"/293/2/7/4/2/14/3/";"/293/2/7/4/2/14/"
"220350";"4";"MESA 4";"128";"/293/2/7/4/2/14/4/";"/293/2/7/4/2/14/"
"220351";"5";"MESA 5";"128";"/293/2/7/4/2/14/5/";"/293/2/7/4/2/14/"
"220353";"1102";"COLEGIO JUSTINO";"64";"/293/2/7/4/2/15/";"/293/2/7/4/2/"
"220354";"1";"MESA 1";"128";"/293/2/7/4/2/15/1/";"/293/2/7/4/2/15/"
"220355";"2";"MESA 2";"128";"/293/2/7/4/2/15/2/";"/293/2/7/4/2/15/"
"220356";"3";"MESA 3";"128";"/293/2/7/4/2/15/3/";"/293/2/7/4/2/15/"
"220357";"4";"MESA 4";"128";"/293/2/7/4/2/15/4/";"/293/2/7/4/2/15/"
"220360";"1103";"COLÉGIO SACRIBERTO #1";"64";"/293/2/7/4/2/16/";"/293/2/7/4/2/"
"220361";"1";"MESA 1";"128";"/293/2/7/4/2/16/1/";"/293/2/7/4/2/16/"
"220362";"2";"MESA 2";"128";"/293/2/7/4/2/16/2/";"/293/2/7/4/2/16/"
"220363";"3";"MESA 3";"128";"/293/2/7/4/2/16/3/";"/293/2/7/4/2/16/"
"220364";"4";"MESA 4";"128";"/293/2/7/4/2/16/4/";"/293/2/7/4/2/16/"
"220367";"1104";"COLÉGIO SACRIBERTO #1 (2)";"64";"/293/2/7/4/2/17/";"/293/2/7/4/2/"
"220368";"1";"MESA 1";"128";"/293/2/7/4/2/17/1/";"/293/2/7/4/2/17/"
"220369";"2";"MESA 2";"128";"/293/2/7/4/2/17/2/";"/293/2/7/4/2/17/"
"220370";"3";"MESA 3";"128";"/293/2/7/4/2/17/3/";"/293/2/7/4/2/17/"
"689306";"4";"MESA 4";"128";"/293/2/7/4/2/17/4/";"/293/2/7/4/2/17/"
"220371";"1111";"EP+1C DOM JACA 4085";"64";"/293/2/7/4/2/18/";"/293/2/7/4/2/"
"220372";"1";"MESA 1";"128";"/293/2/7/4/2/18/1/";"/293/2/7/4/2/18/"
"220373";"2";"MESA 2";"128";"/293/2/7/4/2/18/2/";"/293/2/7/4/2/18/"
"220374";"3";"MESA 3";"128";"/293/2/7/4/2/18/3/";"/293/2/7/4/2/18/"
"220375";"4";"MESA 4";"128";"/293/2/7/4/2/18/4/";"/293/2/7/4/2/18/"
"220378";"1113";"ESCOLA Nº4056 (QUICOLO) #2";"64";"/293/2/7/4/2/19/";"/293/2/7/4/2/"
"220379";"1";"MESA 1";"128";"/293/2/7/4/2/19/1/";"/293/2/7/4/2/19/"
"220380";"2";"MESA 2";"128";"/293/2/7/4/2/19/2/";"/293/2/7/4/2/19/"
"220381";"3";"MESA 3";"128";"/293/2/7/4/2/19/3/";"/293/2/7/4/2/19/"
"219505";"1009";"ES ANTÓNI TEIXEIRA CAC-4";"64";"/293/2/7/4/2/2/";"/293/2/7/4/2/"
"219506";"1";"MESA 1";"128";"/293/2/7/4/2/2/1/";"/293/2/7/4/2/2/"
"220384";"1126";"ESCOLA Nº4058 (CAUELELE) #2";"64";"/293/2/7/4/2/20/";"/293/2/7/4/2/"
"220385";"1";"MESA 1";"128";"/293/2/7/4/2/20/1/";"/293/2/7/4/2/20/"
"220386";"2";"MESA 2";"128";"/293/2/7/4/2/20/2/";"/293/2/7/4/2/20/"
"689312";"3";"MESA 3";"128";"/293/2/7/4/2/20/3/";"/293/2/7/4/2/20/"
"220387";"1127";"UN FACULDADE TEOLÓGICA DAS ASSEMBEIAS DE DEUS(FATAD)";"64";"/293/2/7/4/2/21/";"/293/2/7/4/2/"
"220388";"1";"MESA 1";"128";"/293/2/7/4/2/21/1/";"/293/2/7/4/2/21/"
"220389";"2";"MESA 2";"128";"/293/2/7/4/2/21/2/";"/293/2/7/4/2/21/"
"220390";"3";"MESA 3";"128";"/293/2/7/4/2/21/3/";"/293/2/7/4/2/21/"
"220392";"1128";"UN FACULDADE TEOLÓGICA DAS ASSEMBEIAS DE DEUS(FATAD) (2)";"64";"/293/2/7/4/2/22/";"/293/2/7/4/2/"
"220393";"1";"MESA 1";"128";"/293/2/7/4/2/22/1/";"/293/2/7/4/2/22/"
"220394";"2";"MESA 2";"128";"/293/2/7/4/2/22/2/";"/293/2/7/4/2/22/"
"220395";"3";"MESA 3";"128";"/293/2/7/4/2/22/3/";"/293/2/7/4/2/22/"
"220396";"1131";"EP+1C HOMEM NOVO CAC 48";"64";"/293/2/7/4/2/23/";"/293/2/7/4/2/"
"220397";"1";"MESA 1";"128";"/293/2/7/4/2/23/1/";"/293/2/7/4/2/23/"
"220398";"2";"MESA 2";"128";"/293/2/7/4/2/23/2/";"/293/2/7/4/2/23/"
"689313";"3";"MESA 3";"128";"/293/2/7/4/2/23/3/";"/293/2/7/4/2/23/"
"689314";"4";"MESA 4";"128";"/293/2/7/4/2/23/4/";"/293/2/7/4/2/23/"
"220399";"1135";"ESCOLA Nº 4034 (BALUMUCA)";"64";"/293/2/7/4/2/24/";"/293/2/7/4/2/"
"220400";"1";"MESA 1";"128";"/293/2/7/4/2/24/1/";"/293/2/7/4/2/24/"
"220401";"2";"MESA 2";"128";"/293/2/7/4/2/24/2/";"/293/2/7/4/2/24/"
"220402";"3";"MESA 3";"128";"/293/2/7/4/2/24/3/";"/293/2/7/4/2/24/"
"220404";"1137";"ESCOLA Nº 4066 (BOA ESPERANÇA)";"64";"/293/2/7/4/2/25/";"/293/2/7/4/2/"
"220405";"1";"MESA 1";"128";"/293/2/7/4/2/25/1/";"/293/2/7/4/2/25/"
"220406";"2";"MESA 2";"128";"/293/2/7/4/2/25/2/";"/293/2/7/4/2/25/"
"220407";"3";"MESA 3";"128";"/293/2/7/4/2/25/3/";"/293/2/7/4/2/25/"
"220408";"4";"MESA 4";"128";"/293/2/7/4/2/25/4/";"/293/2/7/4/2/25/"
"220410";"1151";"COLÉGIO ESTRELA AMANHA CAC 08";"64";"/293/2/7/4/2/26/";"/293/2/7/4/2/"
"220411";"1";"MESA 1";"128";"/293/2/7/4/2/26/1/";"/293/2/7/4/2/26/"
"220412";"2";"MESA 2";"128";"/293/2/7/4/2/26/2/";"/293/2/7/4/2/26/"
"220413";"3";"MESA 3";"128";"/293/2/7/4/2/26/3/";"/293/2/7/4/2/26/"
"220414";"4";"MESA 4";"128";"/293/2/7/4/2/26/4/";"/293/2/7/4/2/26/"
"220416";"1152";"EP+1CE. R. P. CAC-60";"64";"/293/2/7/4/2/27/";"/293/2/7/4/2/"
"220417";"1";"MESA 1";"128";"/293/2/7/4/2/27/1/";"/293/2/7/4/2/27/"
"220418";"2";"MESA 2";"128";"/293/2/7/4/2/27/2/";"/293/2/7/4/2/27/"
"220419";"3";"MESA 3";"128";"/293/2/7/4/2/27/3/";"/293/2/7/4/2/27/"
"220420";"4";"MESA 4";"128";"/293/2/7/4/2/27/4/";"/293/2/7/4/2/27/"
"220421";"1154";"ESCOLA SECUNDÁRIA Nº 4025 (AUGUSTO NGANGULA) #2";"64";"/293/2/7/4/2/28/";"/293/2/7/4/2/"
"220422";"1";"MESA 1";"128";"/293/2/7/4/2/28/1/";"/293/2/7/4/2/28/"
"220423";"2";"MESA 2";"128";"/293/2/7/4/2/28/2/";"/293/2/7/4/2/28/"
"220424";"3";"MESA 3";"128";"/293/2/7/4/2/28/3/";"/293/2/7/4/2/28/"
"220425";"4";"MESA 4";"128";"/293/2/7/4/2/28/4/";"/293/2/7/4/2/28/"
"220428";"1165";"COLÉGIO MENONITA";"64";"/293/2/7/4/2/29/";"/293/2/7/4/2/"
"220429";"1";"MESA 1";"128";"/293/2/7/4/2/29/1/";"/293/2/7/4/2/29/"
"220430";"2";"MESA 2";"128";"/293/2/7/4/2/29/2/";"/293/2/7/4/2/29/"
"220431";"3";"MESA 3";"128";"/293/2/7/4/2/29/3/";"/293/2/7/4/2/29/"
"689322";"4";"MESA 4";"128";"/293/2/7/4/2/29/4/";"/293/2/7/4/2/29/"
"219511";"1020";"ESCOLA SECUNDÁRIA Nº 4047 (AUGUSTO NGANGULA) #2";"64";"/293/2/7/4/2/3/";"/293/2/7/4/2/"
"219512";"1";"MESA 1";"128";"/293/2/7/4/2/3/1/";"/293/2/7/4/2/3/"
"219513";"2";"MESA 2";"128";"/293/2/7/4/2/3/2/";"/293/2/7/4/2/3/"
"219514";"3";"MESA 3";"128";"/293/2/7/4/2/3/3/";"/293/2/7/4/2/3/"
"219515";"4";"MESA 4";"128";"/293/2/7/4/2/3/4/";"/293/2/7/4/2/3/"
"219516";"5";"MESA 5";"128";"/293/2/7/4/2/3/5/";"/293/2/7/4/2/3/"
"220432";"1167";"COLÉGIO VUVU";"64";"/293/2/7/4/2/30/";"/293/2/7/4/2/"
"220433";"1";"MESA 1";"128";"/293/2/7/4/2/30/1/";"/293/2/7/4/2/30/"
"220434";"2";"MESA 2";"128";"/293/2/7/4/2/30/2/";"/293/2/7/4/2/30/"
"220435";"3";"MESA 3";"128";"/293/2/7/4/2/30/3/";"/293/2/7/4/2/30/"
"220441";"1194";"ESCOLA Nº 4004 (BALUMUCA) #1";"64";"/293/2/7/4/2/31/";"/293/2/7/4/2/"
"220442";"1";"MESA 1";"128";"/293/2/7/4/2/31/1/";"/293/2/7/4/2/31/"
"220443";"2";"MESA 2";"128";"/293/2/7/4/2/31/2/";"/293/2/7/4/2/31/"
"220444";"3";"MESA 3";"128";"/293/2/7/4/2/31/3/";"/293/2/7/4/2/31/"
"220445";"4";"MESA 4";"128";"/293/2/7/4/2/31/4/";"/293/2/7/4/2/31/"
"220446";"5";"MESA 5";"128";"/293/2/7/4/2/31/5/";"/293/2/7/4/2/31/"
"220448";"1201";"ES FONTE DO SABER CAC-63";"64";"/293/2/7/4/2/32/";"/293/2/7/4/2/"
"220449";"1";"MESA 1";"128";"/293/2/7/4/2/32/1/";"/293/2/7/4/2/32/"
"220450";"2";"MESA 2";"128";"/293/2/7/4/2/32/2/";"/293/2/7/4/2/32/"
"220451";"3";"MESA 3";"128";"/293/2/7/4/2/32/3/";"/293/2/7/4/2/32/"
"220455";"1219";"COLÉGIO SEMENTE ESPERANÇA SANTA";"64";"/293/2/7/4/2/33/";"/293/2/7/4/2/"
"220456";"1";"MESA 1";"128";"/293/2/7/4/2/33/1/";"/293/2/7/4/2/33/"
"220457";"2";"MESA 2";"128";"/293/2/7/4/2/33/2/";"/293/2/7/4/2/33/"
"220458";"3";"MESA 3";"128";"/293/2/7/4/2/33/3/";"/293/2/7/4/2/33/"
"220498";"1230";"COLÉGIO MIMA FLOR";"64";"/293/2/7/4/2/34/";"/293/2/7/4/2/"
"220499";"1";"MESA 1";"128";"/293/2/7/4/2/34/1/";"/293/2/7/4/2/34/"
"220500";"2";"MESA 2";"128";"/293/2/7/4/2/34/2/";"/293/2/7/4/2/34/"
"220501";"3";"MESA 3";"128";"/293/2/7/4/2/34/3/";"/293/2/7/4/2/34/"
"220502";"4";"MESA 4";"128";"/293/2/7/4/2/34/4/";"/293/2/7/4/2/34/"
"220503";"5";"MESA 5";"128";"/293/2/7/4/2/34/5/";"/293/2/7/4/2/34/"
"220508";"1237";"EP+1C 4 DE ABRIL CAC 65";"64";"/293/2/7/4/2/35/";"/293/2/7/4/2/"
"220509";"1";"MESA 1";"128";"/293/2/7/4/2/35/1/";"/293/2/7/4/2/35/"
"220510";"2";"MESA 2";"128";"/293/2/7/4/2/35/2/";"/293/2/7/4/2/35/"
"220511";"3";"MESA 3";"128";"/293/2/7/4/2/35/3/";"/293/2/7/4/2/35/"
"689381";"1238";"EP+1C 4 DE ABRIL CAC 65 (2)";"64";"/293/2/7/4/2/36/";"/293/2/7/4/2/"
"689382";"1";"MESA 1";"128";"/293/2/7/4/2/36/1/";"/293/2/7/4/2/36/"
"689383";"2";"MESA 2";"128";"/293/2/7/4/2/36/2/";"/293/2/7/4/2/36/"
"689384";"3";"MESA 3";"128";"/293/2/7/4/2/36/3/";"/293/2/7/4/2/36/"
"689393";"1251";"EP MANGUXI 3";"64";"/293/2/7/4/2/37/";"/293/2/7/4/2/"
"689394";"1";"MESA 1";"128";"/293/2/7/4/2/37/1/";"/293/2/7/4/2/37/"
"689395";"2";"MESA 2";"128";"/293/2/7/4/2/37/2/";"/293/2/7/4/2/37/"
"219696";"1021";"COLÉGIO SAPULA";"64";"/293/2/7/4/2/4/";"/293/2/7/4/2/"
"219697";"1";"MESA 1";"128";"/293/2/7/4/2/4/1/";"/293/2/7/4/2/4/"
"219698";"2";"MESA 2";"128";"/293/2/7/4/2/4/2/";"/293/2/7/4/2/4/"
"219699";"3";"MESA 3";"128";"/293/2/7/4/2/4/3/";"/293/2/7/4/2/4/"
"219700";"1025";"ESCOLA Nº 4018 (QUICOLO) #1";"64";"/293/2/7/4/2/5/";"/293/2/7/4/2/"
"219701";"1";"MESA 1";"128";"/293/2/7/4/2/5/1/";"/293/2/7/4/2/5/"
"219702";"2";"MESA 2";"128";"/293/2/7/4/2/5/2/";"/293/2/7/4/2/5/"
"219703";"3";"MESA 3";"128";"/293/2/7/4/2/5/3/";"/293/2/7/4/2/5/"
"219704";"4";"MESA 4";"128";"/293/2/7/4/2/5/4/";"/293/2/7/4/2/5/"
"219705";"5";"MESA 5";"128";"/293/2/7/4/2/5/5/";"/293/2/7/4/2/5/"
"219706";"1027";"COLÉGIO NIANGA ANDÓ CAC-163";"64";"/293/2/7/4/2/6/";"/293/2/7/4/2/"
"219707";"1";"MESA 1";"128";"/293/2/7/4/2/6/1/";"/293/2/7/4/2/6/"
"219708";"2";"MESA 2";"128";"/293/2/7/4/2/6/2/";"/293/2/7/4/2/6/"
"689258";"3";"MESA 3";"128";"/293/2/7/4/2/6/3/";"/293/2/7/4/2/6/"
"689259";"4";"MESA 4";"128";"/293/2/7/4/2/6/4/";"/293/2/7/4/2/6/"
"219728";"1044";"EP+1C BENEDITINA SANTA ESCOLÁSTICA 4099";"64";"/293/2/7/4/2/7/";"/293/2/7/4/2/"
"219729";"1";"MESA 1";"128";"/293/2/7/4/2/7/1/";"/293/2/7/4/2/7/"
"219735";"1049";"EP+1C WASSUCA CAC-54";"64";"/293/2/7/4/2/8/";"/293/2/7/4/2/"
"219736";"1";"MESA 1";"128";"/293/2/7/4/2/8/1/";"/293/2/7/4/2/8/"
"219737";"2";"MESA 2";"128";"/293/2/7/4/2/8/2/";"/293/2/7/4/2/8/"
"219738";"3";"MESA 3";"128";"/293/2/7/4/2/8/3/";"/293/2/7/4/2/8/"
"219741";"1050";"EP ALFA JARDIM CAC-13";"64";"/293/2/7/4/2/9/";"/293/2/7/4/2/"
"219742";"1";"MESA 1";"128";"/293/2/7/4/2/9/1/";"/293/2/7/4/2/9/"
"219743";"2";"MESA 2";"128";"/293/2/7/4/2/9/2/";"/293/2/7/4/2/9/"
"219744";"3";"MESA 3";"128";"/293/2/7/4/2/9/3/";"/293/2/7/4/2/9/"
"689278";"4";"MESA 4";"128";"/293/2/7/4/2/9/4/";"/293/2/7/4/2/9/"
"689279";"5";"MESA 5";"128";"/293/2/7/4/2/9/5/";"/293/2/7/4/2/9/"
"2901";"050405";"CACUACO";"8";"/293/2/7/4/3/";"/293/2/7/4/"
"219885";"1274";"ES SALINAS 4054";"64";"/293/2/7/4/3/1/";"/293/2/7/4/3/"
"219886";"1";"MESA 1";"128";"/293/2/7/4/3/1/1/";"/293/2/7/4/3/1/"
"219887";"2";"MESA 2";"128";"/293/2/7/4/3/1/2/";"/293/2/7/4/3/1/"
"219888";"3";"MESA 3";"128";"/293/2/7/4/3/1/3/";"/293/2/7/4/3/1/"
"219933";"1335";"ESCOLA Nº 8027 (BAIRRO 4 DE FEVEREIRO)";"64";"/293/2/7/4/3/10/";"/293/2/7/4/3/"
"219934";"1";"MESA 1";"128";"/293/2/7/4/3/10/1/";"/293/2/7/4/3/10/"
"689522";"2";"MESA 2";"128";"/293/2/7/4/3/10/2/";"/293/2/7/4/3/10/"
"689523";"3";"MESA 3";"128";"/293/2/7/4/3/10/3/";"/293/2/7/4/3/10/"
"689524";"4";"MESA 4";"128";"/293/2/7/4/3/10/4/";"/293/2/7/4/3/10/"
"689525";"5";"MESA 5";"128";"/293/2/7/4/3/10/5/";"/293/2/7/4/3/10/"
"220114";"1336";"ESCOLA Nº 8027 (BAIRRO 4 DE FEVEREIRO) (2)";"64";"/293/2/7/4/3/11/";"/293/2/7/4/3/"
"220115";"1";"MESA 1";"128";"/293/2/7/4/3/11/1/";"/293/2/7/4/3/11/"
"220116";"2";"MESA 2";"128";"/293/2/7/4/3/11/2/";"/293/2/7/4/3/11/"
"220117";"3";"MESA 3";"128";"/293/2/7/4/3/11/3/";"/293/2/7/4/3/11/"
"220118";"4";"MESA 4";"128";"/293/2/7/4/3/11/4/";"/293/2/7/4/3/11/"
"220119";"5";"MESA 5";"128";"/293/2/7/4/3/11/5/";"/293/2/7/4/3/11/"
"220120";"1338";"EP VERDINHA JUJUKA CAC 8085";"64";"/293/2/7/4/3/12/";"/293/2/7/4/3/"
"220121";"1";"MESA 1";"128";"/293/2/7/4/3/12/1/";"/293/2/7/4/3/12/"
"689526";"2";"MESA 2";"128";"/293/2/7/4/3/12/2/";"/293/2/7/4/3/12/"
"689527";"3";"MESA 3";"128";"/293/2/7/4/3/12/3/";"/293/2/7/4/3/12/"
"220124";"1352";"COLÉGIO GILIPA";"64";"/293/2/7/4/3/13/";"/293/2/7/4/3/"
"220125";"1";"MESA 1";"128";"/293/2/7/4/3/13/1/";"/293/2/7/4/3/13/"
"220126";"2";"MESA 2";"128";"/293/2/7/4/3/13/2/";"/293/2/7/4/3/13/"
"220127";"3";"MESA 3";"128";"/293/2/7/4/3/13/3/";"/293/2/7/4/3/13/"
"220128";"4";"MESA 4";"128";"/293/2/7/4/3/13/4/";"/293/2/7/4/3/13/"
"220131";"1358";"ESCOLA Nº8053 (PESCADORES)";"64";"/293/2/7/4/3/14/";"/293/2/7/4/3/"
"220132";"1";"MESA 1";"128";"/293/2/7/4/3/14/1/";"/293/2/7/4/3/14/"
"220133";"2";"MESA 2";"128";"/293/2/7/4/3/14/2/";"/293/2/7/4/3/14/"
"220134";"3";"MESA 3";"128";"/293/2/7/4/3/14/3/";"/293/2/7/4/3/14/"
"220135";"4";"MESA 4";"128";"/293/2/7/4/3/14/4/";"/293/2/7/4/3/14/"
"220137";"1370";"ESCOLA Nº 8071 (17 DE SETEMBRO)";"64";"/293/2/7/4/3/15/";"/293/2/7/4/3/"
"220138";"1";"MESA 1";"128";"/293/2/7/4/3/15/1/";"/293/2/7/4/3/15/"
"220139";"2";"MESA 2";"128";"/293/2/7/4/3/15/2/";"/293/2/7/4/3/15/"
"220140";"3";"MESA 3";"128";"/293/2/7/4/3/15/3/";"/293/2/7/4/3/15/"
"220141";"4";"MESA 4";"128";"/293/2/7/4/3/15/4/";"/293/2/7/4/3/15/"
"220144";"1382";"ES GIKA 4083";"64";"/293/2/7/4/3/16/";"/293/2/7/4/3/"
"220145";"1";"MESA 1";"128";"/293/2/7/4/3/16/1/";"/293/2/7/4/3/16/"
